621	0395	persimmon
622	0395	persimmon (big)
623	0395	persimmon (dried)
624	0395	persimmon (fresh)
625	0395	persimmon (small)
626	0396	grape
627	0397	chestnut (Chinese)
628	0398	banana (plantain)
629	0399	sugarcane
630	0400	walnut
631	0401	crops
632	0402	foodstuff / grain
633	0403	rice (paddy)
634	0404	rice (glutinous)
635	0405	seed
636	0406	seedling (rice)
637	0407	ear / spike
638	0408	straw (rice)
639	0408	straw (rice) (standing stalks)
640	0409	rice (unhusked)
641	0410	wheat
642	0411	barley
643	0412	barley (highland)
644	0413	buckwheat
645	0413	buckwheat (flower)
646	0413	buckwheat (sweet)
647	0413	buckwheat (tartary, hulless, duck wheat)
648	0414	straw (wheat)
649	0415	awn of wheat
650	0416	maize / corn
651	0417	millet
652	0418	cotton
653	0419	hemp
654	0420	vegetable
655	0420	vegetable (cooked)
656	0420	vegetable (uncooked)
657	0421	radish
658	0422	pepper (hot) / chili
659	0423	onion / scallion
660	0424	garlic
661	0425	ginger
662	0426	potato
663	0427	melon / gourd
664	0428	pumpkin
665	0429	cucumber
666	0430	pea / bean
667	0431	soya bean
668	0432	bean (broad)
669	0433	pea
670	0434	peanut
671	0435	sesame
672	0436	grass
673	0436	grass (eaten by draught animals)
674	0436	grass (long-stemmed)
675	0436	grass (not eaten by draught animals)
676	0436	grass (small)
677	0437	mushroom
678	0437	mushroom (white)
679	0437	mushroom (yellow)
680	0438	fungus (edible)
681	0438	fungus (edible) (lit. 'mouse's ear')
682	0438	fungus (edible) (lit. 'old person's ear')
683	0439	rice
684	0440	meal
685	0440	rice (cooked)
686	0441	gruel / porridge
687	0442	flour
688	0443	meat
689	0444	meat (lean)
690	0445	oil (animal)
691	0445	oil (animal) (cooked lard)
692	0445	oil (animal) (flead; leaf fat; leaf lard)
693	0445	oil (animal) (intestine)
694	0445	oil (animal) (lard)
695	0446	oil (vegetable)
696	0447	animal oil
697	0447	butter
698	0448	seed of Chinese prickly ash
699	0449	sugar
700	0449	sugar (brown)
701	0449	sugar (honey)
702	0450	egg
703	0451	soup
704	0451	soup (vegetable)
705	0452	alcoholic beverage
706	0452	alcoholic beverage (corn)
707	0452	alcoholic beverage (highland barley)
708	0452	alcoholic beverage (sorghum / maize)
709	0452	alcoholic beverage (yellow rice / millet / Shaoxing)
710	0453	water (boiled)
711	0454	tea
712	0455	cigarette / tobacco
713	0456	medicine
714	0457	chaff / bran
715	0457	chaff / bran (highland barley)
716	0457	chaff / bran (wheat)
717	0458	wheat bran
718	0459	feed (pig) / pigwash
719	0460	fodder / feed (horse)
720	0461	cloth
721	0461	thread
722	0461	thread (knitting wool)
723	0462	cloth
724	0463	silk
725	0463	silk thread
726	0464	fabric (silk)
727	0465	fabric (satin)
728	0466	cloth (woollen)
729	0466	cloth (woollen) (tweed native to area)
730	0467	clothing / garment
731	0468	collar
732	0469	sleeve
733	0470	button
734	0470	pants / trousers
735	0471	pants / trousers
736	0471	pants / trousers (female's)
737	0471	pants / trousers (male's)
738	0472	apron
739	0472	skirt
740	0472	skirt (male's)
741	0473	cloth (colorful, worn on the head)
742	0473	cloth (colorful, worn on the head) (for women)
743	0473	skirt
744	0474	head-cloth / turban
745	0474	head-cloth / turban (for men)
746	0475	hat
747	0475	hat (men's)
748	0475	hat (women's long-tubed hat)
749	0476	belt / girdle
750	0476	belt / girdle (hard)
751	0476	belt / girdle (soft)
752	0477	puttee
753	0478	sock / stocking
754	0479	shoe
755	0480	boot
756	0480	boot (made of 'pulu', Tibetan woolen fabric)
757	0480	shoe
758	0481	comb
759	0482	treasured object / treasure
760	0483	coral
761	0484	earrings
762	0484	earrings (big)
763	0484	earrings (female's)
764	0484	earrings (male's)
765	0484	earrings (small)
766	0485	necklace / necklet
767	0485	necklace / necklet (chain)
768	0485	necklace / necklet (female's)
769	0485	necklace / necklet (male's)
770	0486	ring
771	0487	bracelet
772	0488	blanket (felt)
773	0489	cloth (Tibetan, woollen)
774	0490	pillow
775	0491	mat
776	0491	mat (for drying things in the sun)
777	0491	mat (grass, straw)
778	0491	mat (woven bamboo)
779	0492	pad / cushion
780	0493	cape (for rain, of straw or palm bark)
781	0494	house
782	0495	roof
783	0496	eaves
784	0497	foundation
785	0498	kitchen
786	0499	building
787	0500	upstairs
788	0500	upstairs (second floor, where people live)
789	0501	downstairs
790	0501	downstairs (first floor, the draught animal pen)
791	0502	warehouse / storehouse
792	0503	shed (cow) / fence (ox)
793	0504	pigsty / pen (hog)
794	0505	stable / fence (horse)
795	0506	sheepfold / pen (sheep)
796	0507	pen (chicken)
797	0507	shed (chicken)
798	0508	brick
799	0509	shingle
800	0509	tile
801	0510	wall
802	0510	wall (earthen, cob wall)
803	0510	wall (stone)
804	0511	wood / log
805	0512	plank / board
806	0512	plank / board (coffin)
807	0512	plank / board (small)
808	0513	pillar / column
809	0514	door
810	0515	threshold
811	0516	door (front) / door (entrance)
812	0517	window
813	0518	beam (of building)
814	0518	beam (of building) (big)
815	0518	beam (of building) (small)
816	0519	flight of steps
817	0519	rafter (of building)
818	0520	flight of steps
819	0521	fence (bamboo / twig)
820	0522	garden (plot)
821	0523	thing
822	0524	table
823	0524	table (word used by elderly)
824	0524	table (word used by younger people)
825	0525	stool / bench
826	0526	bed
827	0526	bed (with bedding)
828	0526	bed (without bedding)
829	0527	chest / box / trunk
830	0528	cupboard / cabinet
831	0529	box / case
832	0529	cupboard, cabinet
833	0530	soap
834	0531	mirror
835	0532	broom
836	0533	light / lamp
837	0533	light / lamp (butter)
838	0533	light / lamp (oil)
839	0533	light / lamp (pine torch)
840	0534	firewood
841	0535	charcoal (live)
842	0535	charcoal (live) (burned out by wood)
843	0536	flint
844	0537	tinder
845	0538	steel (for flint)
846	0539	match
847	0540	torch
848	0541	joss stick / incense
849	0542	garbage / rubbish
850	0543	dye (stuff)
851	0544	stove (cooking) / range (kitchen)
852	0544	wok (large, iron) / pan
853	0545	wok (large, iron) / pan
854	0546	wok (frying)
855	0547	lid / cover
856	0548	steamer (of bamboo, for food)
857	0548	steamer (rice)
858	0549	knife
859	0549	knife (long)
860	0550	handle (of a knife)
861	0550	handle (specifically of a knife)
862	0551	ladle
863	0551	ladle (bamboo)
864	0551	ladle (iron)
865	0552	ladle
866	0552	spoon
867	0553	bowl
868	0553	bowl (porcelain)
869	0553	bowl (tea)
870	0553	bowl (wooden)
871	0554	plate / dish
872	0555	chopsticks
873	0555	chopsticks (term used by old people)
874	0555	chopsticks (term used by younger people)
875	0556	bottle
876	0557	bottle
877	0557	pot / jar / tin
878	0557	pot / jar / tin (big)
879	0557	pot / jar / tin (copper)
880	0557	pot / jar / tin (earthenware)
881	0557	pot / jar / tin (water)
882	0558	jar (earthen)
883	0559	kettle / pot
884	0559	kettle / pot (generic term)
885	0559	kettle / pot (glossy porcelain)
886	0560	kettle / pot
887	0560	vat / jar
888	0560	vat / jar (copper)
889	0560	vat / jar (pottery / earthenware)
890	0560	vat / jar (stone)
891	0561	bucket
892	0561	bucket (for carrying water on back)
893	0561	bucket (red copper)
894	0562	tray (wooden)
895	0563	hoop / band
896	0563	hoop / band (bamboo)
897	0563	hoop / band (iron)
898	0564	ladle (gourd) / dipper (calabash)
899	0564	ladle (gourd) / dipper (copper)
900	0564	ladle (gourd) / dipper (wooden)
901	0564	wooden tray
902	0565	trivet
903	0566	tongs (fire)
904	0567	tube (bamboo) for blowing on a fire
905	0567	tube (sheepskin pantsleg) for blowing on a fire
906	0568	sect. of bamboo used as cont. (rice, salt, liquor)
907	0568	sect. of bamboo used as cont. (to serve tea in)
908	0568	section of bamboo used as container
909	0568	section of bamboo used as container (for water)
910	0569	piece of cloth w.s.f.c.a.t. (piece of its inside)
911	0569	piece of cloth w.s.f.c.a.t. (piece of its outside)
912	0569	piece of cloth with straps for carrying a toddler
913	0570	steelyard / scales
914	0570	steelyard / scales (big)
915	0570	steelyard / scales (small)
916	0571	container for measuring grain (=1 decaliter)
917	0572	container (measuring, 1-liter-volume)
918	0573	money
919	0573	money (lit 'paper money')
920	0573	money (lit. 'conch shell')
921	0573	money (lit. 'copper coin')
922	0573	money (lit. 'paper money')
923	0573	money (lit. 'silver')
924	0574	capital / principal
925	0575	goods / merchandise
926	0575	interest (financial)
927	0576	interest (financial)
928	0577	ruler (measure)
929	0578	needle
930	0579	awl
931	0580	nail / tack
932	0581	scissors
933	0582	ladder
934	0583	umbrella
935	0583	umbrella (lit. 'cloth hat')
936	0584	lock
937	0585	key
938	0586	rod / stick
939	0587	wheel
940	0588	saddle
941	0589	halter / bridle
942	0590	bellyband
943	0590	bellyband (front part of belly)
944	0591	bit (for horse)
945	0592	stirrup
946	0593	horseshoe
947	0594	manger
948	0595	crupper-strap
949	0595	manger
950	0596	reins
951	0597	whip
952	0597	whip (for urging a cow)
953	0597	whip (for urging a horse)
954	0598	rack (pack)
955	0598	whip
956	0599	yoke
957	0600	ring in cow's nose used to lead it about
958	0601	ring in a cow's nose (used to lead it about)
959	0601	string (oxhide)
960	0601	string (oxhide) (thick / coarse)
961	0601	string (oxhide) (thin / fine)
962	0602	boat / ship
963	0602	boat / ship (cowhide)
964	0602	boat / ship (wooden)
965	0603	raft
966	0603	raft (bamboo)
967	0604	tool
968	0605	axe
969	0606	hammer
970	0606	hammer (big)
971	0606	hammer (small)
972	0607	chisel
973	0607	chisel (round)
974	0607	chisel (square)
975	0608	saw
976	0609	drill / auger
977	0610	file (tool)
978	0611	plane (tool)
979	0612	marker (ink, carpenter's)
980	0612	plane
981	0613	glue / gum
982	0614	plow
983	0615	plowshare
984	0616	rake
985	0616	rake (iron-toothed)
986	0616	rake (wooden)
987	0617	hoe
988	0617	hoe (digging)
989	0617	hoe (pointed)
990	0617	hoe (small)
991	0618	pole (carrying / shoulder)
992	0619	rope / string
993	0620	wedge
994	0620	wedge (wooden)
995	0621	grip / handle
996	0622	basket carried on the back
997	0622	basket carried on the back (dense strips)
998	0622	basket carried on the back (dense, uniform-sized)
999	0622	basket carried on the back (sharp-bottomed)
1000	0622	basket carried on the back (sparse strips )
1001	0622	basket carried on the back (sparse strips)
1002	0622	basket carried on the back (square-mouthed)
1003	0623	fertilizer / manure
1004	0624	net
1005	0624	sickle
1006	0625	conduit (open, for water)
1007	0626	trip-hammer for hulling rice
1008	0626	trip-hammer for hulling rice (stone)
1009	0626	trip-hammer for hulling rice (wooden)
1010	0627	mortar
1011	0627	mortar (rice)
1012	0627	mortar (rice-hulling trip-hammer)
1013	0627	mortar (salt)
1014	0627	mortar (stone)
1015	0627	mortar (wooden)
1016	0628	pestle
1017	0628	pestle (big, wooden)
1018	0628	pestle (rice-hulling trip-hammer)
1019	0628	pestle (salt mortar)
1020	0628	pestle (small, stone)
1021	0629	sieve / sifter
1022	0629	sieve / sifter (coarse)
1023	0629	sieve / sifter (fine)
1024	0630	fan (winnowing)
1025	0631	millstones
1026	0631	millstones (small mill)
1027	0631	water mill
1028	0632	loom
1029	0633	chopper
1030	0634	sheath / scabbard
1031	0635	gun / rifle
1032	0636	bow (for arrow)
1033	0637	arrow
1034	0637	arrow (poison, bamboo)
1035	0637	arrow (poison, with iron clusters)
1036	0638	snare / trap
1037	0638	snare / trap (cow hair rope)
1038	0638	snare / trap (for catching birds)
1039	0638	snare / trap (made of metal)
1040	0639	trap / pitfall
1041	0640	gunpowder
1042	0641	poison / toxin
1043	0642	net
1044	0643	character / word
1045	0644	letter
1046	0645	letter
1047	0645	painting
1048	0646	book
1049	0646	book (Tibetan style long strips)
1050	0646	book (published using modern printing)
1051	0647	paper
1052	0648	pen (writing instrument)
1053	0648	pen (writing instrument) (bamboo)
1054	0648	pen (writing instrument) (brush)
1055	0648	pencil
1056	0649	ink (Chinese)
1057	0650	learning / knowledge
1058	0651	speech / words
1059	0652	story
1060	0653	proverb / saying
1061	0653	story
1062	0654	joke / jest
1063	0655	riddle
1064	0656	song
1065	0656	song (antiphonal)
1066	0656	song (folk)
1067	0656	song (folk, sung in fields during or after work)
1068	0656	song and dance
1069	0657	dance
1070	0657	dance (guo1zhuang1, a Tibetan dance)
1071	0657	dance (step, tap)
1072	0657	dance (xian2zi dance, 3-stringed plucked instr)
1073	0658	chess
1074	0658	drum
1075	0659	drum
1076	0659	drum (big)
1077	0659	drum (small, hand-drum)
1078	0659	gong
1079	0660	gong
1080	0661	cymbals
1081	0662	chime
1082	0663	flute (bamboo)
1083	0664	flute (bamboo, vertical)
1084	0664	flute (bamboo, vertical, of reed or rice stalks)
1085	0664	flute (bamboo,vertical)
1086	0665	instrument (two-stringed, bowed)
1087	0666	bell
1088	0666	bell (copper)
1089	0666	bell (hung in a temple)
1090	0666	bell (iron, hung over necks of draught animals)
1091	0666	bell (small)
1092	0667	horn (woodwind)
1093	0667	horn (woodwind) (long)
1094	0667	horn (woodwind) (made of human bone)
1095	0667	horn (woodwind) (suo3na4--Mand. term)
1096	0668	celestial being
1097	0669	ghost / spirit
1098	0670	spirit (evil) / demon
1099	0670	spirit (evil) / demon (woman)
1100	0671	god of rain / Dragon King
1101	0672	Buddha
1102	0673	soul / spirit
1103	0673	soul / spirit (lit. 'ghost spirit')
1104	0674	fortune / luck
1105	0675	strength (physical)
1106	0676	idea / opinion
1107	0677	matter / affair
1108	0678	means / solution
1109	0679	temper
1110	0680	news / message
1111	0681	mark / sign
